,Zip Code,City,Street,Lat,Lon,Trulia Est,Beds,Baths,Sqft,Price_Per_Sqft,Year Built,Cluster
1379,95003,0,923,36.968579999999996,-121.88532,794331.0,3.0,2.0,1288.0,202.0,1963.0,3
1380,95003,0,927,36.96886,-121.88502,782754.0,3.0,2.0,1200.0,233.0,1960.0,3
1383,95003,0,935,36.96862,-121.88478,782495.0,3.0,2.0,1331.0,479.0,1971.0,3
1384,95003,0,939,36.9685,-121.8847,1121363.0,3.0,3.0,1979.0,258.0,1979.0,5
1389,95003,0,957,36.96761,-121.88451,795956.0,2.0,2.0,1461.0,435.0,1971.0,3
1391,95003,0,89,36.98131,-121.87208999999999,875178.0,3.0,2.0,2026.0,215.0,1981.0,0
1395,95003,0,499,36.9819,-121.87128,1209083.0,4.0,3.0,2665.0,244.0,1968.0,5
1397,95003,0,1154,36.97566,-121.88245,984110.0,3.0,3.0,1752.0,134.0,1984.0,0
1398,95003,0,1203,36.97695,-121.88061,849005.0,3.0,2.0,1582.0,373.0,1960.0,0
1407,95003,0,382,36.97933,-121.87655,865709.0,3.0,2.5,1757.0,404.0,1963.0,0
1408,95003,0,383,36.979620000000004,-121.87766,894882.0,3.0,3.0,1897.0,159.0,1963.0,0
1411,95003,0,444,36.98049,-121.8758,886449.0,2.0,2.5,1687.0,191.0,1974.0,0
1417,95003,0,549,36.984609999999996,-121.87023,832009.0,2.0,2.0,1593.0,439.0,1977.0,3
1422,95003,0,66,36.95143,-121.87207,732686.0,3.0,2.0,1250.0,416.0,1978.0,3
1424,95003,0,223,36.95085,-121.8714,706194.0,2.0,1.5,1440.0,160.0,1981.0,3
1427,95003,0,239,36.95075,-121.87178,1192397.0,4.0,2.0,1990.0,142.0,1979.0,5
1429,95003,0,251,36.95074,-121.87206,1764026.0,4.0,4.5,2714.0,101.0,2009.0,2
1431,95003,0,279,36.95108,-121.87216000000001,922458.0,3.0,2.5,1844.0,139.0,1985.0,0
1434,95003,0,307,36.95081,-121.87231000000001,831508.0,3.0,2.5,1844.0,174.0,1981.0,3
1435,95003,0,309,36.951209999999996,-121.8721,838726.0,3.0,2.5,1844.0,133.0,1985.0,3
1440,95003,0,1170,36.97403,-121.86872,471926.0,2.0,2.0,1235.0,275.0,1999.0,3
1441,95003,0,1176,36.97396,-121.86859,452855.0,2.0,2.0,1080.0,118.0,2004.0,3
1443,95003,0,1181,36.97382,-121.86835,516743.0,4.0,2.0,1440.0,215.0,1990.0,3
1445,95003,0,1186,36.97378,-121.86887,505251.0,2.0,2.0,1344.0,391.0,2017.0,3
1447,95003,0,1189,36.97392,-121.86915,515496.0,3.0,2.0,1416.0,109.0,2005.0,3
1451,95003,0,1044,36.98533,-121.93281999999999,559661.0,2.0,2.0,1024.0,114.0,1982.0,3
1452,95003,0,1045,36.98531,-121.9317,667760.0,3.0,2.5,1731.0,260.0,1982.0,3
1453,95003,0,1046,36.98526,-121.93225,666123.0,3.0,2.5,1430.0,378.0,1988.0,3
1454,95003,0,1047,36.9852,-121.93222,660879.0,3.0,2.5,1430.0,419.0,1989.0,3
1455,95003,0,1048,36.98513,-121.93218999999999,654924.0,3.0,2.5,1430.0,395.0,1989.0,3
1460,95003,0,1049,36.9852,-121.93181000000001,661389.0,3.0,2.5,1430.0,295.0,1988.0,3
1461,95003,0,1051,36.98543,-121.93155,653592.0,2.0,2.0,1495.0,268.0,1982.0,3
1462,95003,0,1052,36.985440000000004,-121.93165,664963.0,2.0,1.5,1495.0,237.0,1982.0,3
1466,95003,0,1053,36.98551,-121.93226999999999,651449.0,2.0,2.0,1495.0,344.0,1982.0,3
1467,95003,0,1054,36.98552,-121.93236,651501.0,2.0,2.0,1495.0,120.0,1982.0,3
1470,95003,0,1006,36.98787,-121.93468,766055.0,4.0,1.5,1318.0,144.0,1989.0,3
1471,95003,0,1007,36.98772,-121.93468999999999,811352.0,3.0,2.5,1540.0,240.0,1989.0,3
1473,95003,0,1008,36.98796,-121.93427,791550.0,3.0,2.5,1406.0,198.0,1989.0,3
1475,95003,0,1009,36.98793,-121.93409,849685.0,4.0,2.5,1705.0,174.0,1989.0,0
1479,95003,0,1013,36.98788,-121.93373999999999,853074.0,4.0,2.5,1705.0,174.0,1989.0,0
1481,95003,0,343,36.97463,-121.87973000000001,832597.0,3.0,2.0,1700.0,335.0,1981.0,3
1482,95003,0,417,36.974790000000006,-121.87942,1059984.0,3.0,2.0,2386.0,158.0,1979.0,0
1484,95003,0,439,36.9745,-121.87915,1206845.0,3.0,2.5,2551.0,339.0,2004.0,5
1485,95003,0,456,36.97421,-121.87898,1198462.0,3.0,2.5,2536.0,355.0,2004.0,5
1490,95003,0,571,36.97413,-121.87844,1350000.0,4.0,3.0,3603.0,375.0,1996.0,1
1491,95003,0,575,36.973690000000005,-121.87818,1211623.0,4.0,2.5,2738.0,343.0,1991.0,5
1492,95003,0,680,36.97382,-121.87716,1170909.0,3.0,2.5,2481.0,119.0,1990.0,5
1493,95003,0,693,36.97364,-121.87666000000002,1353204.0,4.0,3.5,2383.0,151.0,1997.0,1
1495,95003,0,72,36.9898,-121.91221999999999,1142919.0,3.0,2.0,2309.0,161.0,1963.0,5
1498,95003,0,208,36.99358,-121.9152,969303.0,3.0,2.0,1820.0,327.0,1963.0,0
1499,95003,0,218,36.99324,-121.9147,983570.0,3.0,2.0,1844.0,412.0,1964.0,0
1501,95003,0,249,36.99409,-121.91288,1034045.0,4.0,2.0,1931.0,378.0,1977.0,0
1506,95003,0,276,36.99239,-121.91264,768930.0,3.0,2.0,1278.0,485.0,1962.0,3
1508,95003,0,445,36.967079999999996,-121.89436,992148.0,3.0,2.0,1360.0,195.0,1964.0,0
1510,95003,0,991,36.96517,-121.8807,884541.0,3.0,2.0,1319.0,182.0,1958.0,0
1514,95003,0,1139,36.98310479999999,-121.91516509999998,390000.0,3.0,2.0,1187.0,329.0,1998.0,3
1522,95003,0,295,37.00015,-121.85735,1158561.0,3.0,2.5,2383.0,147.0,1980.0,5
1525,95003,0,97,36.97704,-121.87463000000001,858022.0,2.0,1.5,1711.0,120.0,1971.0,0
1534,95003,0,769,36.96755,-121.88344,1000963.0,4.0,2.0,1882.0,128.0,1962.0,0
1539,95003,0,782,36.9673552,-121.88378600000001,824056.0,3.0,2.0,1517.0,171.0,1986.0,3
1543,95003,0,793,36.96691,-121.88425,884514.0,3.0,2.0,1726.0,359.0,1977.0,0
1546,95003,0,797,36.96674,-121.8847,1216887.0,3.0,3.0,2042.0,404.0,1962.0,5
1550,95003,0,817,36.96732,-121.88322,822653.0,2.0,2.0,1308.0,201.0,1940.0,3
1566,95003,0,848,36.9717,-121.88261000000001,815296.0,3.0,2.5,1352.0,133.0,1978.0,3
1568,95003,0,858,36.97135,-121.88188000000001,1059916.0,4.0,2.0,2464.0,253.0,1974.0,0
1569,95003,0,859,36.9711,-121.88185,801085.0,3.0,2.5,1351.0,148.0,1974.0,3
1570,95003,0,864,36.97079,-121.88201000000001,701662.0,2.0,1.5,1200.0,366.0,1975.0,3
1571,95003,0,865,36.97065,-121.88213,740914.0,2.0,2.0,1200.0,494.0,1974.0,3
1575,95003,0,890,36.970420000000004,-121.88135,1022438.0,3.0,2.5,2568.0,135.0,1967.0,0
1576,95003,0,895,36.97032,-121.88113,809002.0,2.0,2.0,1680.0,262.0,1968.0,3
1577,95003,0,988,36.96982,-121.88115,1216870.0,4.0,2.5,2356.0,278.0,1966.0,5
1578,95003,0,999,36.96976,-121.88063000000001,905123.0,3.0,2.5,1840.0,370.0,1985.0,0
1582,95003,0,1041,36.969609999999996,-121.87943,867214.0,3.0,2.5,1585.0,341.0,1993.0,0
1584,95003,0,1056,36.96918,-121.87881000000002,1266166.0,2.0,2.0,2235.0,163.0,1987.0,5
1585,95003,0,1058,36.96937,-121.87855,905001.0,2.0,2.0,1843.0,342.0,1978.0,0
1591,95003,0,1095,36.9683,-121.87749,955998.0,3.0,2.5,1904.0,125.0,1978.0,0
1592,95003,0,1098,36.968140000000005,-121.87751999999999,742954.0,2.0,2.0,1372.0,199.0,1971.0,3
1610,95003,0,1166,36.968070000000004,-121.87375,1180896.0,6.0,3.0,2616.0,183.0,1968.0,5
1611,95003,0,1167,36.96759,-121.87377,721968.0,3.0,1.5,1344.0,401.0,1984.0,3
1630,95003,0,109,36.97806,-121.8983,987195.0,3.0,2.5,2056.0,154.0,1993.0,0
1631,95003,0,120,36.97787,-121.89813999999998,1937194.0,4.0,3.5,2659.0,147.0,1994.0,2
1633,95003,0,158,36.97837,-121.89865,850139.0,3.0,2.0,1470.0,153.0,1988.0,0
1634,95003,0,206,36.97815,-121.89878,853002.0,3.0,2.0,1470.0,221.0,1988.0,0
1635,95003,0,609,36.96412,-121.88743000000001,1463115.0,3.0,3.0,2705.0,316.0,1983.0,1
1636,95003,0,634,36.96414,-121.88823000000001,1020551.0,3.0,2.0,1695.0,198.0,1986.0,0
1640,95003,0,660,36.964259999999996,-121.88897,947308.0,3.0,2.0,1547.0,246.0,1975.0,0
1646,95003,0,692,36.965090000000004,-121.88893999999999,1191220.0,3.0,2.0,1920.0,404.0,2005.0,5
1647,95003,0,694,36.96519,-121.88837,1138190.0,3.0,2.0,2061.0,328.0,1978.0,5
1649,95003,0,703,36.96537,-121.88898999999999,1100352.0,3.0,2.0,1812.0,147.0,1974.0,5
1653,95003,0,708,36.96578,-121.88904,943503.0,3.0,2.0,1264.0,204.0,1963.0,0
1654,95003,0,709,36.96587,-121.88848,989771.0,3.0,2.5,1714.0,321.0,1973.0,0
1659,95003,0,728,36.96651,-121.88902,896368.0,3.0,2.0,1224.0,421.0,1960.0,0
1660,95003,0,731,36.96655,-121.88851000000001,1192674.0,3.0,2.0,2224.0,144.0,1976.0,5
1661,95003,0,733,36.96674,-121.88853,915330.0,3.0,2.0,1718.0,175.0,1976.0,0
1662,95003,0,734,36.96683,-121.88892,903952.0,3.0,2.0,1625.0,362.0,1971.0,0
1664,95003,0,736,36.96712,-121.88841000000001,1333189.0,4.0,4.0,2475.0,158.0,1987.0,1
1666,95003,0,743,36.967459999999996,-121.88878000000001,892629.0,3.0,2.0,1405.0,552.0,1974.0,0
1667,95003,0,825,36.968779999999995,-121.88776000000001,1061599.0,3.0,2.5,2025.0,400.0,1961.0,0
1670,95003,0,837,36.969159999999995,-121.88753999999999,1239537.0,4.0,2.5,2885.0,163.0,1978.0,5
1673,95003,0,843,36.9695,-121.8874,815610.0,2.0,2.0,1150.0,677.0,1967.0,3
1675,95003,0,849,36.96973,-121.88718,830923.0,2.0,2.0,1447.0,236.0,1971.0,3
1677,95003,0,854,36.96993,-121.88689,932815.0,4.0,2.0,1650.0,333.0,1961.0,0
1679,95003,0,860,36.97009,-121.88635,828078.0,3.0,2.0,1496.0,157.0,1964.0,3
1680,95003,0,861,36.96983,-121.88606000000001,865120.0,3.0,2.0,1598.0,250.0,1963.0,0
1687,95003,0,1102,36.98386,-121.91673999999999,662782.0,2.0,2.5,1300.0,361.0,1985.0,3
1688,95003,0,1104,36.98387,-121.91678999999999,661475.0,2.0,2.5,1300.0,173.0,1986.0,3
1690,95003,0,1107,36.98388,-121.91703000000001,650315.0,3.0,1.5,1499.0,322.0,1985.0,3
1691,95003,0,1108,36.98425,-121.91698999999998,650221.0,3.0,2.0,1499.0,139.0,1985.0,3
1696,95003,0,1109,36.98426,-121.91718999999999,602477.0,2.0,1.5,1240.0,122.0,1987.0,3
1699,95003,0,1110,36.98427,-121.9173,657609.0,2.0,2.5,1280.0,272.0,1985.0,3
1711,95003,0,590,36.98454,-121.91673,573906.0,3.0,2.0,1084.0,268.0,2006.0,3
1712,95003,0,80,36.9697,-121.90531000000001,944541.0,3.0,2.0,1364.0,375.0,1970.0,0
1713,95003,0,142,36.96969,-121.90442,869240.0,2.0,2.5,1225.0,204.0,1983.0,0
1716,95003,0,632,36.98502,-121.91345,795048.0,2.0,2.0,1257.0,278.0,1950.0,3
1717,95003,0,340,36.98662,-121.87743,1972114.0,4.0,2.5,3949.0,296.0,1988.0,2
1719,95003,0,503,36.985620000000004,-121.8763,1262226.0,3.0,2.0,2088.0,397.0,1987.0,5
1724,95003,0,397,36.97209,-121.89862,1794354.0,3.0,3.0,2729.0,699.0,1935.0,2
1725,95003,0,418,36.97163,-121.89795,1176422.0,2.0,2.0,1872.0,321.0,1964.0,5
1726,95003,0,422,36.97168,-121.89845,1883955.0,3.0,3.0,3134.0,239.0,2017.0,2
1731,95003,0,463,36.97079,-121.89781,1001606.0,4.0,2.0,1525.0,357.0,1969.0,0
1732,95003,0,467,36.97076,-121.89833999999999,1219940.0,3.0,3.0,1679.0,261.0,1932.0,5
1733,95003,0,472,36.97121,-121.89785,1013189.0,3.0,2.0,1492.0,184.0,1964.0,0
1737,95003,0,639,36.970079999999996,-121.89736,892489.0,3.0,2.0,1237.0,493.0,1965.0,0
1745,95003,0,684,36.9690049,-121.8967754,997010.0,3.0,2.0,1566.0,145.0,1962.0,0
1748,95003,0,697,36.96909,-121.89671000000001,1016630.0,2.0,2.0,1592.0,367.0,1964.0,0
1749,95003,0,699,36.9684,-121.89703,1240804.0,4.0,3.0,2207.0,193.0,1997.0,5
1750,95003,0,704,36.968959999999996,-121.89663,948465.0,3.0,2.0,1288.0,186.0,1943.0,0
1753,95003,0,705,36.968579999999996,-121.89656000000001,1045746.0,3.0,2.0,1632.0,349.0,1957.0,0
1755,95003,0,776,36.96772,-121.89648999999999,1007285.0,3.0,2.0,1368.0,175.0,1960.0,0
1756,95003,0,779,36.96758,-121.89648999999999,1386184.0,2.0,3.0,1666.0,315.0,1960.0,1
1758,95003,0,49,36.9797,-121.90202,1202333.0,3.0,2.5,2677.0,306.0,2007.0,5
1759,95003,0,104,36.97947,-121.90208999999999,1230215.0,3.0,2.5,2810.0,391.0,2007.0,5
1767,95003,0,90,36.981190000000005,-121.90205,887625.0,3.0,1.5,1655.0,180.0,1981.0,0
1769,95003,0,153,36.9802,-121.90226000000001,1061897.0,3.0,2.5,2328.0,158.0,1991.0,0
1770,95003,0,73,36.986540000000005,-121.86062,754174.0,3.0,2.0,1568.0,614.0,2009.0,3
1771,95003,0,570,36.98827,-121.86081000000001,1425232.0,4.0,2.5,3449.0,128.0,1976.0,1
1776,95003,0,876,36.99075,-121.85863,1276192.0,5.0,3.0,2860.0,255.0,1982.0,5
1778,95003,0,947,36.99118,-121.85833999999998,1413494.0,4.0,4.5,3169.0,303.0,1978.0,1
1779,95003,0,960,36.99153,-121.85781999999999,1093344.0,3.0,3.0,2508.0,289.0,1976.0,5
1781,95003,0,983,36.99004,-121.93498000000001,889532.0,4.0,2.0,1701.0,220.0,1997.0,0
1782,95003,0,984,36.99051,-121.9348,1250694.0,4.0,3.0,2504.0,351.0,1982.0,5
1783,95003,0,987,36.99015,-121.93466000000001,962510.0,4.0,2.5,1925.0,314.0,1998.0,0
1786,95003,0,630,36.99091,-121.93457,1250393.0,5.0,3.0,2800.0,101.0,1976.0,5
1789,95003,0,658,36.99171,-121.93373999999999,936398.0,3.0,2.5,1831.0,142.0,1981.0,0
1790,95003,0,666,36.99261,-121.93366,957101.0,4.0,3.0,2018.0,382.0,1983.0,0
1797,95003,0,232,36.9973,-121.85925,747565.0,3.0,2.0,1259.0,377.0,1972.0,3
1799,95003,0,324,37.00062,-121.8455,1430254.0,4.0,2.5,3606.0,403.0,1989.0,1
1801,95003,0,533,37.00135,-121.84483999999999,2248450.0,4.0,4.0,4947.0,399.0,2000.0,2
1804,95003,0,810,36.99966,-121.84951000000001,1248005.0,3.0,3.0,2690.0,316.0,1988.0,5
1807,95003,0,1042,37.00185,-121.84669,1868582.0,4.0,4.0,4527.0,398.0,1990.0,2
1809,95003,0,1177,37.00394,-121.84629,1401839.0,3.0,2.5,3324.0,233.0,1989.0,1
1810,95003,0,1178,37.0042,-121.8476,2144983.0,5.0,4.0,5144.0,105.0,2004.0,2
1812,95003,0,1196,37.00462,-121.84563,2271861.0,5.0,5.0,6209.0,159.0,1989.0,2
1814,95003,0,493,36.972359999999995,-121.89397,1022412.0,3.0,2.0,1852.0,197.0,1974.0,0
1816,95003,0,550,36.97215,-121.89347,1000445.0,3.0,2.0,1788.0,355.0,1976.0,0
1817,95003,0,586,36.97152,-121.89338000000001,1067645.0,4.0,2.0,2126.0,139.0,1975.0,5
1818,95003,0,606,36.97129,-121.89336999999999,971505.0,3.0,2.0,1564.0,178.0,1975.0,0
1822,95003,0,730,36.993140000000004,-121.93313,2013816.0,4.0,3.0,5123.0,133.0,2012.0,2
1823,95003,0,738,36.99419,-121.93238000000001,1471757.0,4.0,3.5,2626.0,308.0,2005.0,1
1825,95003,0,1078,36.987829999999995,-121.9178,1091217.0,4.0,2.5,2282.0,274.0,1976.0,5
1827,95003,0,1080,36.987970000000004,-121.9171,2092420.0,5.0,3.5,4666.0,285.0,2015.0,2
1828,95003,0,1076,36.988,-121.91758,1278314.0,2.0,2.5,2630.0,257.0,1972.0,5
1831,95003,0,1081,36.98835,-121.91641000000001,1184813.0,3.0,3.0,2631.0,454.0,1964.0,5
1836,95003,0,1088,36.9875,-121.91582,1103549.0,3.0,2.0,2235.0,271.0,1957.0,5
1842,95003,0,1096,36.986740000000005,-121.9144,1474324.0,4.0,3.0,3384.0,315.0,1940.0,1
1844,95003,0,1099,36.986470000000004,-121.9138,1036673.0,3.0,2.0,1917.0,631.0,1979.0,0
1846,95003,0,1112,36.98642,-121.91257,1128047.0,4.0,3.0,2498.0,305.0,1986.0,5
1847,95003,0,1114,36.98653,-121.91198999999999,1230479.0,3.0,2.5,2499.0,353.0,1979.0,5
1849,95003,0,1117,36.985820000000004,-121.91225,798842.0,3.0,2.0,1310.0,523.0,1955.0,3
1851,95003,0,1120,36.98573,-121.91111000000001,1096711.0,3.0,1.5,1936.0,232.0,1950.0,5
1854,95003,0,1121,36.985929999999996,-121.91082,1155471.0,3.0,2.0,2078.0,111.0,1949.0,5
1856,95003,0,1123,36.985409999999995,-121.91051000000002,1112906.0,3.0,2.5,2062.0,138.0,1980.0,5
1866,95003,0,1126,36.98335,-121.90851,988625.0,2.0,3.0,2193.0,148.0,1964.0,0
1868,95003,0,1208,37.002790000000005,-121.90841999999999,1409038.0,3.0,2.0,2453.0,205.0,1977.0,1
1881,95003,0,921,36.97554,-121.91838,1384758.0,4.0,2.0,2353.0,280.0,1966.0,1
1887,95003,0,952,36.976929999999996,-121.91938,913561.0,3.0,2.0,1080.0,200.0,1963.0,0
1891,95003,0,989,36.97661,-121.9201,1022070.0,3.0,2.0,1708.0,423.0,1974.0,0
1892,95003,0,992,36.97705,-121.9203,1064035.0,2.0,2.0,1663.0,114.0,1950.0,0
1895,95003,0,1000,36.97672,-121.92045,1059009.0,3.0,2.5,1606.0,414.0,1978.0,0
1899,95003,0,1021,36.977,-121.92088000000001,1220454.0,3.0,2.5,1943.0,199.0,1988.0,5
1901,95003,0,1029,36.97736,-121.9215,1251414.0,3.0,2.5,2142.0,180.0,2003.0,5
1915,95003,0,1103,36.9827,-121.91725,796966.0,4.0,2.0,1305.0,268.0,1963.0,3
1918,95003,0,360,36.96496,-121.89306,999091.0,2.0,1.5,1215.0,444.0,1977.0,0
1919,95003,0,368,36.96464,-121.89273999999999,1171212.0,3.0,2.0,1493.0,435.0,1947.0,5
1920,95003,0,398,36.96497,-121.8923,1151271.0,3.0,2.0,1814.0,193.0,1980.0,5
1921,95003,0,406,36.965270000000004,-121.8926,1161913.0,3.0,2.0,1648.0,195.0,1964.0,5
1925,95003,0,1201,36.97525,-121.88288,1008255.0,3.0,2.0,1902.0,268.0,1928.0,0
1934,95003,0,1210,36.975629999999995,-121.88016,1221022.0,5.0,3.0,2690.0,199.0,1966.0,5
1935,95003,0,1211,36.97573,-121.8799,877814.0,3.0,2.0,2112.0,289.0,1970.0,0
1938,95003,0,1214,36.97531,-121.87825,882076.0,3.0,2.0,2188.0,443.0,1978.0,0
1940,95003,0,1215,36.97572,-121.87753000000001,907778.0,3.0,2.0,2049.0,354.0,1986.0,0
1943,95003,0,1219,36.97596,-121.87678999999999,1194540.0,4.0,2.0,2414.0,124.0,1978.0,5
1948,95003,0,1220,36.97374,-121.87483999999999,736689.0,2.0,2.0,1254.0,518.0,1977.0,3
1949,95003,0,1221,36.97253,-121.87477,985026.0,4.0,3.0,2145.0,236.0,1975.0,0
1950,95003,0,1222,36.97309,-121.87531000000001,751745.0,3.0,2.0,1199.0,150.0,1975.0,3
1957,95003,0,287,36.977759999999996,-121.89146000000001,903457.0,3.0,2.5,1591.0,358.0,2001.0,0
1960,95003,0,322,36.97798,-121.89106000000001,846681.0,3.0,2.0,1351.0,526.0,1964.0,0
1961,95003,0,325,36.97763,-121.89078,894267.0,3.0,2.0,1749.0,147.0,1972.0,0
1964,95003,0,380,36.9784,-121.89026000000001,866466.0,3.0,2.0,1519.0,346.0,1961.0,0
1973,95003,0,485,36.97916,-121.88905,1014763.0,5.0,3.0,2346.0,192.0,1963.0,0
1974,95003,0,489,36.97883,-121.88876,852632.0,3.0,2.0,1406.0,320.0,1963.0,0
1976,95003,0,504,36.97907,-121.8883,852577.0,4.0,2.0,1430.0,303.0,1963.0,0
1979,95003,0,811,36.9724,-121.88699,1047261.0,4.0,2.0,1921.0,284.0,1965.0,0
1983,95003,0,822,36.97173,-121.88646000000001,798514.0,3.0,2.0,1184.0,494.0,1963.0,3
1986,95003,0,830,36.97182,-121.88582,859051.0,3.0,2.0,1590.0,362.0,1975.0,0
1989,95003,0,838,36.97113,-121.8857,890565.0,3.0,2.5,1738.0,262.0,1966.0,0
1995,95003,0,850,36.97068,-121.88529,799397.0,2.0,2.0,1470.0,173.0,1963.0,3
1996,95003,0,852,36.97104,-121.88502,776088.0,3.0,2.0,1213.0,411.0,1973.0,3
1997,95003,0,855,36.970909999999996,-121.88492,883776.0,3.0,2.0,1802.0,401.0,1973.0,0
2000,95003,0,857,36.97036,-121.88498,1070752.0,3.0,3.0,2108.0,109.0,1963.0,5
2003,95003,0,862,36.97014,-121.88478,1140513.0,4.0,3.0,1705.0,372.0,1965.0,5
2005,95003,0,863,36.97003,-121.88468,995630.0,3.0,2.5,1976.0,172.0,1978.0,0
2006,95003,0,866,36.97011,-121.88421000000001,871755.0,3.0,2.0,1728.0,263.0,1974.0,0
2008,95003,0,885,36.96975,-121.88386000000001,778428.0,3.0,2.0,1320.0,182.0,1971.0,3
2011,95003,0,896,36.96949,-121.88361,773850.0,3.0,2.0,1196.0,305.0,1968.0,3
2012,95003,0,902,36.96927,-121.88398000000001,879712.0,3.0,2.5,1680.0,208.0,1967.0,0
2013,95003,0,912,36.96905,-121.88378,916687.0,3.0,2.0,1865.0,448.0,1984.0,0
2015,95003,0,915,36.96894,-121.88368,869281.0,3.0,2.0,1743.0,187.0,1966.0,0
2016,95003,0,916,36.968959999999996,-121.88311000000002,787045.0,2.0,2.0,1398.0,178.0,1965.0,3
2017,95003,0,919,36.96883,-121.88356999999999,1186578.0,4.0,2.5,2340.0,145.0,1966.0,5
2019,95003,0,924,36.968720000000005,-121.88346999999999,927231.0,4.0,2.0,1820.0,136.0,1966.0,0
2023,95003,0,1040,36.99272,-121.93064,1554349.0,3.0,3.5,3333.0,228.0,1997.0,1
2024,95003,0,672,36.9774,-121.88481999999999,830726.0,3.0,2.0,1260.0,172.0,1977.0,3
2026,95003,0,846,36.97312,-121.86996,531669.0,3.0,2.0,1344.0,223.0,1988.0,3
2028,95003,0,986,36.96972,-121.87616000000001,771056.0,3.0,2.0,1557.0,145.0,1990.0,3
2029,95003,0,990,36.96991,-121.87613,792913.0,2.0,2.0,1703.0,109.0,1979.0,3
2030,95003,0,994,36.97006,-121.87606000000001,710564.0,2.0,2.0,1112.0,202.0,1974.0,3
2031,95003,0,995,36.969590000000004,-121.87558,739540.0,3.0,2.0,1291.0,510.0,1974.0,3
2032,95003,0,1001,36.97033,-121.87584,733869.0,2.0,2.0,1148.0,182.0,1934.0,3
2034,95003,0,74,36.979501,-121.92953329999999,1020971.0,3.0,3.0,2111.0,148.0,1973.0,0
2039,95003,0,425,37.00695,-121.90021999999999,1421799.0,4.0,2.0,2636.0,281.0,1994.0,1
2040,95003,0,430,37.00544,-121.90028999999998,857824.0,2.0,2.0,1682.0,279.0,1989.0,0
2042,95003,0,453,37.005829999999996,-121.90002,1271419.0,3.0,3.5,2740.0,323.0,1966.0,5
2044,95003,0,481,37.00866,-121.89738,1464227.0,4.0,2.5,2671.0,180.0,1976.0,1
2049,95003,0,100,36.99853,-121.85063000000001,1237230.0,4.0,3.0,2600.0,204.0,1988.0,5
2051,95003,0,105,36.9832,-121.88167,927907.0,3.0,2.5,2227.0,336.0,1979.0,0
2054,95003,0,290,36.98368,-121.8811,603766.0,2.0,1.5,1007.0,521.0,1983.0,3
2056,95003,0,515,36.98383,-121.87991000000001,808188.0,3.0,2.0,1824.0,252.0,1982.0,3
2057,95003,0,525,36.98418,-121.87988,822198.0,2.0,2.5,1502.0,306.0,1990.0,3
2059,95003,0,399,36.9753,-121.90693,889113.0,4.0,2.0,1450.0,488.0,1948.0,0
2061,95003,0,429,36.97493,-121.90713999999998,819632.0,3.0,1.5,1080.0,675.0,1964.0,3
2063,95003,0,446,36.974920000000004,-121.90728,963205.0,3.0,2.5,1585.0,170.0,1984.0,0
2067,95003,0,482,36.97524,-121.90817,800701.0,2.0,1.5,1127.0,185.0,1943.0,3
2078,95003,0,516,36.97517,-121.90975,1245701.0,3.0,3.0,1891.0,347.0,2018.0,5
2087,95003,0,1131,37.00741,-121.91791,1413883.0,4.0,3.0,2474.0,127.0,2005.0,1
